"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"OP673584Cambarus causeyi isolate CT598 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747458","Cambarus causeyi","587","CT598"
"OP673583Cambarus causeyi isolate CT597 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747456","Cambarus causeyi","587","CT597"
"OP673581Cambarus causeyi isolate CT480 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747452","Cambarus causeyi","587","CT480"
"OP673580Cambarus causeyi isolate CT479 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747450","Cambarus causeyi","587","CT479"
"OP673579Cambarus causeyi isolate CT478 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747448","Cambarus causeyi","587","CT478"
"OP673578Cambarus causeyi isolate CT477 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747446","Cambarus causeyi","587","CT477"
"OP673577Cambarus causeyi isolate CT476S cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747444","Cambarus causeyi","587","CT476S"
"DQ113443Cambarus causeyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695609","Cambarus causeyi","587",NA
"JX514477Cambarus causeyi voucher KC2148 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052693","Cambarus causeyi","574","KC2148"
"OP673584Cambarus causeyi isolate CT598 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747458","Cambarus causeyi","587","CT598"
"OP673583Cambarus causeyi isolate CT597 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747456","Cambarus causeyi","587","CT597"
"OP673581Cambarus causeyi isolate CT480 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747452","Cambarus causeyi","587","CT480"
"OP673580Cambarus causeyi isolate CT479 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747450","Cambarus causeyi","587","CT479"
"OP673579Cambarus causeyi isolate CT478 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747448","Cambarus causeyi","587","CT478"
"OP673578Cambarus causeyi isolate CT477 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747446","Cambarus causeyi","587","CT477"
"OP673577Cambarus causeyi isolate CT476S cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747444","Cambarus causeyi","587","CT476S"
"DQ113443Cambarus causeyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695609","Cambarus causeyi","587",NA
"JX514477Cambarus causeyi voucher KC2148 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052693","Cambarus causeyi","574","KC2148"
"OP673584Cambarus causeyi isolate CT598 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747458","Cambarus causeyi","587","CT598"
"OP673583Cambarus causeyi isolate CT597 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747456","Cambarus causeyi","587","CT597"
"OP673581Cambarus causeyi isolate CT480 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747452","Cambarus causeyi","587","CT480"
"OP673580Cambarus causeyi isolate CT479 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747450","Cambarus causeyi","587","CT479"
"OP673579Cambarus causeyi isolate CT478 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747448","Cambarus causeyi","587","CT478"
"OP673578Cambarus causeyi isolate CT477 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747446","Cambarus causeyi","587","CT477"
"OP673577Cambarus causeyi isolate CT476S cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747444","Cambarus causeyi","587","CT476S"
"DQ113443Cambarus causeyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695609","Cambarus causeyi","587",NA
"JX514477Cambarus causeyi voucher KC2148 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052693","Cambarus causeyi","574","KC2148"
"OP673584Cambarus causeyi isolate CT598 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747458","Cambarus causeyi","587","CT598"
"OP673583Cambarus causeyi isolate CT597 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747456","Cambarus causeyi","587","CT597"
"OP673581Cambarus causeyi isolate CT480 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747452","Cambarus causeyi","587","CT480"
"OP673580Cambarus causeyi isolate CT479 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747450","Cambarus causeyi","587","CT479"
"OP673579Cambarus causeyi isolate CT478 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747448","Cambarus causeyi","587","CT478"
"OP673578Cambarus causeyi isolate CT477 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747446","Cambarus causeyi","587","CT477"
"OP673577Cambarus causeyi isolate CT476S cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2318747444","Cambarus causeyi","587","CT476S"
"DQ113443Cambarus causeyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695609","Cambarus causeyi","587",NA
"JX514477Cambarus causeyi voucher KC2148 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052693","Cambarus causeyi","574","KC2148"
"OQ379160Cambarus clivosus voucher JF5986 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962912","Cambarus clivosus","654","JF5986|USA: TN, Cannon Co., Trib. East Fork Stones River|35.84724 N 85.95328 W"
"OQ379159Cambarus clivosus voucher JF5985 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962909","Cambarus clivosus","658","JF5985|USA: TN, Cannon Co., Trib. East Fork Stones River|35.84724 N 85.95328 W"
"KX417100Cambarus clivosus isolate JF5984 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851788","Cambarus clivosus","658","JF5984|personal:Thoma Crayfish Collection:RFT-06-077|Cambarus clivosus Taylor, Soucek and Organ, 2006|1|female|USA: TN, Cannon County, Unnamed Trib to East Fork Stones River at bridge on Stones River Road|35.8472 N 85.9533 W|11-Aug-2006|RF Thoma, D Withers, G Rhorbach"
"OQ379160Cambarus clivosus voucher JF5986 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962912","Cambarus clivosus","654","JF5986|USA: TN, Cannon Co., Trib. East Fork Stones River|35.84724 N 85.95328 W"
"OQ379159Cambarus clivosus voucher JF5985 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962909","Cambarus clivosus","658","JF5985|USA: TN, Cannon Co., Trib. East Fork Stones River|35.84724 N 85.95328 W"
"KX417100Cambarus clivosus isolate JF5984 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851788","Cambarus clivosus","658","JF5984|personal:Thoma Crayfish Collection:RFT-06-077|Cambarus clivosus Taylor, Soucek and Organ, 2006|1|female|USA: TN, Cannon County, Unnamed Trib to East Fork Stones River at bridge on Stones River Road|35.8472 N 85.9533 W|11-Aug-2006|RF Thoma, D Withers, G Rhorbach"
"JX514485Cambarus coosae voucher KC2074 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052709","Cambarus coosae","612","KC2074"
"JX514493Cambarus coosawattae voucher KC2056 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052725","Cambarus coosawattae","554","KC2056"
"JX514443Cambarus cracens voucher KC1142 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052625","Cambarus cracens","632","KC1142"
"OQ379149Cambarus crinipes voucher JF7373 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962879","Cambarus crinipes","658","JF7373|USA: TN, Morgan Co., Clear Creek|36.12291 N 84.79499 W"
"OQ379148Cambarus crinipes voucher JF7367 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962876","Cambarus crinipes","658","JF7367|USA: TN, Morgan Co., Clear Creek|36.12291 N 84.79499 W"
"DQ113444Cambarus cryptodytes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695611","Cambarus cryptodytes","648",NA
"JX514483Cambarus cryptodytes voucher KC784 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052705","Cambarus cryptodytes","648","KC784"
"DQ113444Cambarus cryptodytes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","73695611","Cambarus cryptodytes","648",NA
"JX514483Cambarus cryptodytes voucher KC784 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052705","Cambarus cryptodytes","648","KC784"
"MK773652Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165076","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_3"
"MK773651Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165074","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_2"
"MK773650Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165072","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_1"
"MK773652Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165076","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_3"
"MK773651Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165074","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_2"
"MK773650Cambarus cymatilis isolate Cambarus_cymatilis_RFT15_010_1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165072","Cambarus cymatilis","539","Cambarus_cymatilis_RFT15_010_1"
"MK773678Cambarus deweesae isolate TriCounty_008 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165128","Cambarus deweesae","539","TriCounty_008"
"MK773677Cambarus deweesae isolate TriCounty_007 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165126","Cambarus deweesae","539","TriCounty_007"
"MK773676Cambarus deweesae isolate TriCounty_006 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165124","Cambarus deweesae","539","TriCounty_006"
"MK773662Cambarus deweesae isolate Lee_Baptist_Church_016 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165096","Cambarus deweesae","539","Lee_Baptist_Church_016"
"MK773661Cambarus deweesae isolate Lee_Baptist_Church_015 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165094","Cambarus deweesae","539","Lee_Baptist_Church_015"
"MK773660Cambarus deweesae isolate Lee_Baptist_Church_014 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165092","Cambarus deweesae","539","Lee_Baptist_Church_014"
"MK773655Cambarus deweesae isolate Coal_Creek_019 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165082","Cambarus deweesae","539","Coal_Creek_019"
"MK773654Cambarus deweesae isolate Coal_Creek_018 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165080","Cambarus deweesae","539","Coal_Creek_018"
"MK773653Cambarus deweesae isolate Coal_Creek_017 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1755165078","Cambarus deweesae","539","Coal_Creek_017"
"KX417105Cambarus deweesae isolate JF9854 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851798","Cambarus deweesae","658","form 1|JF9854|Cambarus deweesae Bouchard and Etnier, 1979|1|male|USA: KY, Russell County, roadside ditch along SR-76, 10.82 km E Russell Springs|37.0534 N 84.9667 W|10-Oct-2009|C Mason"
"OQ379153Cambarus distans voucher JF7220 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962891","Cambarus distans","658","JF7220|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"OQ379152Cambarus distans voucher JF7219 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962888","Cambarus distans","658","JF7219|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"KX417102Cambarus distans isolate JF7218 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851792","Cambarus distans","658","JF7218|personal:Thoma Crayfish Collection:6|Cambarus distans Rhoades, 1944|1|male|juvenile|USA: KY, McCreary County, Unnamed trib. to Cumberland River (near Cumberland Falls) at crossing on SR-90, 2.5 km ESE Honeybee|36.8367 N 84.3456 W|23-Sep-2008|JW Fetzner Jr, RF Thoma"
"KM099334Cambarus distans haplotype 1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","746840930","Cambarus distans","658","1"
"JX514489Cambarus distans voucher KC1965 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052717","Cambarus distans","594","KC1965"
"OQ379153Cambarus distans voucher JF7220 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962891","Cambarus distans","658","JF7220|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"OQ379152Cambarus distans voucher JF7219 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962888","Cambarus distans","658","JF7219|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"KX417102Cambarus distans isolate JF7218 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851792","Cambarus distans","658","JF7218|personal:Thoma Crayfish Collection:6|Cambarus distans Rhoades, 1944|1|male|juvenile|USA: KY, McCreary County, Unnamed trib. to Cumberland River (near Cumberland Falls) at crossing on SR-90, 2.5 km ESE Honeybee|36.8367 N 84.3456 W|23-Sep-2008|JW Fetzner Jr, RF Thoma"
"KM099334Cambarus distans haplotype 1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","746840930","Cambarus distans","658","1"
"JX514489Cambarus distans voucher KC1965 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052717","Cambarus distans","594","KC1965"
"OQ379153Cambarus distans voucher JF7220 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962891","Cambarus distans","658","JF7220|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"OQ379152Cambarus distans voucher JF7219 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962888","Cambarus distans","658","JF7219|USA: KY, McCreary Co., Trib. Cumberland River (TYPE LOCALITY)|36.83672 N 84.34557 W"
"KX417102Cambarus distans isolate JF7218 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851792","Cambarus distans","658","JF7218|personal:Thoma Crayfish Collection:6|Cambarus distans Rhoades, 1944|1|male|juvenile|USA: KY, McCreary County, Unnamed trib. to Cumberland River (near Cumberland Falls) at crossing on SR-90, 2.5 km ESE Honeybee|36.8367 N 84.3456 W|23-Sep-2008|JW Fetzner Jr, RF Thoma"
"KM099334Cambarus distans haplotype 1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","746840930","Cambarus distans","658","1"
"JX514489Cambarus distans voucher KC1965 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052717","Cambarus distans","594","KC1965"
"OQ379164Cambarus dubius voucher JF5616 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962923","Cambarus dubius","653","JF5616|USA: WV, Preston Co., hillside seep (TYPE LOCALITY)|39.45269 N 79.55266 W"
"MG872913Cambarus dubius isolate JF5619 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1387180992","Cambarus dubius","618","JF5619|USA: West Virginia, Preston County, Hillside seep at cemetery at Terra Alta|39.45269 N 79.55266 W"
"MG872912Cambarus dubius isolate JF5618 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1387180990","Cambarus dubius","618","JF5618|USA: West Virginia, Preston County, Hillside seep at cemetery at Terra Alta|39.45269 N 79.55266 W"
"MG872911Cambarus dubius isolate JF5617 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1387180988","Cambarus dubius","618","JF5617|USA: West Virginia, Preston County, Hillside seep at cemetery at Terra Alta|39.45269 N 79.55266 W"
"KX417094Cambarus dubius isolate JF14706 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","1207851776","Cambarus dubius","658","JF14706|Cambarus dubius Faxon, 1884|West Liberty University:Crayfish Collection:140427-01:ZJL237|1|USA: WV, Preston County, from ditch adjacent to road at intersection of Oglebay Institute Mountain Camp entrance and Terra Alta Lake Road (CR 44)|39.4549 N 79.5271 W|27-Apr-2014|ZJ Loughman and Students"
"JX514462Cambarus dubius voucher KC1390 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052663","Cambarus dubius","647","KC1390"
